"n_PORiskAdditionalFloodInfo_PK","n_PORiskMasterFK","n_POTermMasterFK","n_CreatedTransactionFK","s_CommunityNumber","s_CommunityName","s_PanelNumber","s_MapSuffix","s_FloodZone","s_FloodZoneGroup","S_CommunitySFHA","s_CountyName","s_GrandfatheringTypeCode","s_BaseElevation","s_GICommunityNo","s_GIPanelNo","s_GIMapSuffix","s_GIMapZone","s_PriorPolicyNo","s_PriorPolicyExpDt","s_PriorCommunityNumber","s_PriorPanelNumber","s_PriorMapSuffix","s_PriorFloodZone","d_PriorMapDate","s_PriorBaseElevation","s_PolicyTypeCode","s_PolicyWaitingPeriod","d_PropertyPurchaseDt","s_PolicyMeetPRP","d_FloodLoanClosingDt","s_PriorCompanyNAIC","d_PriorNBDate","s_isInsuredTenant","s_RentalProperty","s_CondoOwnership","s_CondoDescription","s_IsCoverageFor","s_ManufactureMobileHome","s_DtOfConstructionSource","d_DateOfConstruction","s_BuildingCourseConstruction","s_BuildingOverWater","s_IsFoudationPartInWater","s_BuildingFederalLand","s_Occupancy","s_InsuredResides","s_NoOfUnits","s_BuildingPurpose","s_AddExtCoverage","s_Foundation","s_NoOfFloors","s_IsInsuredNonProfitEnt","s_IsBuildingHouseWarship","s_BuildingType","s_BuildingUse","s_IsSmallBusinessEmp","s_IsAgriculturalStruct","s_BuildingDescription","s_CBRSorOPA","d_CBRSOPADate","s_SevereLossProperty","s_FloodProgramType","s_FloodConstructionType","s_isBuildingWallRoof","d_InitialFirmDate","s_DetachedGarage","s_AddExtOtherAttachedGarage","n_ReplacementCost","n_ReplacementCostRatio","s_OtherBuilding","s_ContentLocationTRRP","s_PersonalPropertyHousehold","s_PersonalPropertyHouseholdDescribe","s_WithCOC_OR_EC","s_ElevationDifference","s_ElevationDifferenceTRRP","s_ElevationCertificateType","s_ElevatedBldgFreeObstruction","s_SubstantialImprovement","s_PolicyAssignment","n_PercResidentialPurposes","s_IsTownRowCondo","s_ResidentialUnit","s_NonResidentialUnit","s_TotalSqFootage","s_NonResidSqFootage","s_FloorInBuild","s_MobileHomePark","d_MobileHomeParkDate","s_IsPolicyMortgage","s_BaseFloodElevation","d_CurrentFirmDate","s_IsPriorFIPPolicy","s_IsReqByLender","s_IsPriorNFIPLapsed","s_IsCommunitySuspension","d_SuspensionDate","d_ReinstatementDate","s_IsEffeWithIn180Days","s_NoOfElevator","s_BldgConstructionType","s_NoOfDetatchedStruct","s_IsBldgContainME","s_AllMachinaryElevated","s_UnitLocatedOnFloor","s_IsPropNewlyMapped","s_IsNewPurchase","s_IsBldgNRHP","d_SubstantialImprovmentDate","s_IsPreFirmSubsidyEligible","s_RiskRating20","s_IsAddInsureds","s_TableNo","metadata","n_CreatedUser","d_CreatedDate","n_UpdatedUser","d_UpdatedDate"
398,47,271,395,"225195",,"0310",D,AE,AE,,ACADIA PARISH,NOGRANDFATHERING,,"225195","0310",D,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1940-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,4300.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"19","2010-11-26",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-10-25 12:00:00",1,"2023-12-01 21:41:00"
399,50,284,400,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,8330.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-12-12 12:00:00",1,"2023-12-01 21:41:01"
400,55,285,401,"481583",,"0280",L,X,X,,FORT BEND COUNTY,NOGRANDFATHERING,,"481583","0280",L,X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2002-12-30",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15000.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"09990",,"2","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-05-09 12:00:00",1,"2023-12-01 21:41:01"
401,54,268,398,"220058",,"0085",D,AE,AE,,EAST BATON ROUGE PARISH,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1993-05-17",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,130000.0,192,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"51","1993-05-17",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-03 12:00:00",1,"2023-12-01 21:41:00"
402,44,287,403,"120635",,"0441",L,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0441",L,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,10000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-08-27 12:00:00",1,"2023-12-01 21:41:01"
403,49,286,402,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,46000.0,147,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-11-15 12:00:00",1,"2023-12-01 21:41:01"
404,43,288,405,"120635",,"0602",L,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0602",L,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1972-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,12100.0,999,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"10","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-08-05 12:00:00",1,"2023-12-01 21:41:01"
405,42,279,404,"220019",,"0125",B,A,A,,AVOYELLES PARISH,NOGRANDFATHERING,,"220019","0125",B,A,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1980-02-25",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,6600.0,909,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,-0130,,"3","10",,"",0,NO,,,,,,,,,"0","1980-02-26",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R2B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2021-05-10 12:00:00",1,"2023-12-01 21:41:01"
406,45,245,406,"225205",,"0600",C,A10,"1",,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0600",C,A10,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1986-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,18500.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9",,NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-05-26 12:00:00",1,"2023-12-01 21:41:01"
407,47,289,407,"225195",,"0310",D,AE,AE,,ACADIA PARISH,NOGRANDFATHERING,,"225195","0310",D,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1940-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,4300.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"19","2010-11-26",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-08-07 12:00:00",1,"2023-12-01 21:41:01"
408,56,290,409,"345282",,"0592",F,AE,AE,,OCEAN COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,SUBSTANTIALIMPDT,"2006-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",NAX,ELEWATEDONCRAWLSPACE,FLDTWOFLOORS,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,250000.0,100,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00060",PLUSSIX,"3","15",,"",0,NO,,,,,,,,,"8","2006-09-29",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-03-22 12:00:00",1,"2023-12-01 21:41:01"
409,53,265,408,"120300",,"0415",A,A,A,,SUWANNEE COUNTY,CONTINUOUSCOVERAGE,,"120300","0367",B,AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1988-01-07",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00040",PLUSFOUR,"3","10",,"",0,NO,,,,,,,,,"41","1988-01-06",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-06-28 12:00:00",1,"2023-12-01 21:41:01"
410,51,291,410,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,23000.0,121,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-11-15 12:00:00",1,"2023-12-01 21:41:01"
411,57,292,411,"120161",,"0142",G,AE,AE,,MARTIN COUNTY,NOGRANDFATHERING,,"120161","0142",G,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1977-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,10000.0,999,,,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"6",,NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-03-25 12:00:00",1,"2023-12-01 21:41:01"
412,46,293,412,"225201",,"0115",F,AE,AE,,JEFFERSON PARISH,NOGRANDFATHERING,,"225201","0115",F,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1964-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,6000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-07-29 12:00:00",1,"2023-12-01 21:41:01"
413,48,295,415,"225205",,"0420",E,C,C,,ST. TAMMANY PARISH,NOGRANDFATHERING,,"225205","0420",E,C,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1985-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,20000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","1999-04-21",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2019-07-29 12:00:00",1,"2023-12-01 21:41:01"
414,52,294,414,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,23000.0,121,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-11-15 12:00:00",1,"2023-12-01 21:41:02"
415,54,268,413,"220058",,"0085",D,AE,AE,,EAST BATON ROUGE PARISH,NOGRANDFATHERING,,"220058","0085",D,AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1993-05-17",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,13000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"51","1993-05-17",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-31 12:00:00",1,"2023-12-01 21:41:02"
416,49,286,416,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,4600.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:01"
417,44,298,420,"120635",,"0441",L,AHB,"",,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"120635","0441",L,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,10000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-08-18 12:00:00",1,"2023-12-01 21:41:02"
418,53,265,418,"120300",,"0415",A,A,A,,SUWANNEE COUNTY,CONTINUOUSCOVERAGE,,"120300","0367",B,AE,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1988-01-07",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,0.0,0,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00040",PLUSFOUR,"3","10",,"",0,NO,,,,,,,,,"41","2007-09-28",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-15 12:00:00",1,"2023-12-01 21:41:02"
419,50,296,417,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,83300.0,133,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2019-11-15 12:00:00",1,"2023-12-01 21:41:02"
420,55,299,421,"481583",,"0280",L,X,X,,FORT BEND COUNTY,NOGRANDFATHERING,,"481583","0280",L,X,,,,,,,,,PRP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2002-12-30",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15000.0,999,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"09990",,"2","10",,"",0,NO,,,,,,,,,"9999","2014-04-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,P3A,"{""s_RRMethod"":""7"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-04-23 12:00:00",1,"2023-12-01 21:41:02"
421,43,297,419,"120635",,"0602",L,AE,AE,,MIAMI-DADE COUNTY,NOGRANDFATHERING,,"000000","","",AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1972-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,YES,121000.0,160,,,NO,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"10","2009-09-11",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-08-04 12:00:00",1,"2023-12-01 21:41:02"
422,51,291,423,"225199",,"0040",E,AE,AE,,JEFFERSON PARISH,CONTINUOUSCOVERAGE,,"225199","0185",F,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1975-01-01",NO,,NO,NO,TWOFOURFAMILY,NO,"3","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,2300.0,999,,,NO,,,"00030",PLUSTHREE,"4","10",,"",0,NO,,,,,,,,,-9999,"2018-02-02",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2020-11-17 12:00:00",1,"2023-12-01 21:41:02"
423,45,300,422,"225205",,"0440",D,A10,"1",,ST. TAMMANY PARISH,NOGRANDFATHERING,,"000000","","",A10,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1986-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,185000.0,135,,LOWESTFLRABOVEGROUNDLEVELHIGHFLRS,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3B,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-07-06 12:00:00",1,"2023-12-01 21:41:02"
424,47,301,424,"225195",,"0310",D,AE,AE,,ACADIA PARISH,NOGRANDFATHERING,,"225195","0310",D,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1940-07-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,4300.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"09990",,"","10",,"",0,NO,,,,,,,,,"19","2010-11-26",NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2020-08-03 12:00:00",1,"2023-12-01 21:41:02"
